MATRICULA;RAZON SOCIAL;MUN-COMERCIAL;EMAIL-COMERCIAL;CIIU-1;ACTIVIDAD
70605;DROGUERIA VITALFARMA U.V;76400 - LA UNION;vitalfarma_2011@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
70773;DISTRIBUIDORA BRILLO Y COLOR CARTAGO;76147 - CARTAGO;pabloandres614@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS DE BELLEZA Y DE TOCADOR
71092;DROGUERIA TU SALUD TU BIENESTAR ES LO MEJOR LA UNION;76400 - LA UNION;anhyelmarcela@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICO
71517;DROGUERIA LA PRIMERA CARTAGO;76147 - CARTAGO;alesof1008@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR
71561;CENTRO BOTANICO NATURISTA FLOR DE VIDA;76147 - CARTAGO;diegofernandohc36@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS
71887;DROGAS MEGAFARMA CARTAGO;76147 - CARTAGO;yesmyjohannagiraldo@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
72202;AUDIFARMA CARTAGO ESPECIALIZADO MAC;76147 - CARTAGO;notificacionesmercantiles@audifarma.com.co;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR
72209;TIENDA AGROPECUARIA AYCHA;76622 - ROLDANILLO;jwmc5@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICINA VETERINARIA   ASISTENCIA VETERINARIA Y VENTA DE ACCESORIOS
72967;DROGUERIA LA TRADICIONAL;76147 - CARTAGO;jhonnyeduardrodriguez@msn.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR
73080;DROGUERIA FAMILI DEL NORTE;76622 - ROLDANILLO;cristinsita2010@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
73526;CENTRO NATURISTA LA CASA VERDE CARTAGO;76147 - CARTAGO;anamilenasanchezrubio@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
73751;DISTRIBUIDORA DE MEDICAMENTOS RIS;76622 - ROLDANILLO;luceromontoya1954@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION DE MEDICAMENTOS  PRODUCTOS NATURALES  INSUMOS MEDICOS HOSPITALARIOS  MEDICAMENTOS DE ALTO COSTO
74025;DROGUERIA SUPER EXITO # 10;76400 - LA UNION;drogassuperexito01@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
74083;DROGUERIA 4949;76622 - ROLDANILLO;wilsonvinasco18@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS FARMACEUTICOS  Y DE TOCADOR
74117;OASIS TIENDA NATURISTA DE LA NOVENA;76622 - ROLDANILLO;rosaelenalba03@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS MEDICINALES Y MEDICAMENTOS
74273;DISTRIBUIDORA MEDYSALUD;76147 - CARTAGO;medysaludcartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
74803;DROGUERIA LORENA OBANDO;76497 - OBANDO;neiva800@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
75027;PIPEDROGAS CARTAGO;76147 - CARTAGO;pipe.1902@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
75338;DROGUERIA BIO SALUD;76147 - CARTAGO;karlosagugon3@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR
75909;TU PIEL 3;76147 - CARTAGO;cartagotupiel@invermer.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
76388;COMERCIALIZADORA INDUDROGAS;76147 - CARTAGO;indudrogas@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
76567;TIENDA NATURISTA AMPARO SALUD Y VIDA;76250 - EL DOVIO;amparosaludyvida@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
76827;DISTRIFARMACIAS DEL VALLE;76147 - CARTAGO;difarmaciasdelvalle@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS FARMACEUTICOS
76891;DISTRIBUIDORA SHAMPOO CARTAGO;76147 - CARTAGO;shampoo57@hotmail.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
77020;DISTRIBUIDORA SHAMPOO CARTAGO # 2;76400 - LA UNION;shampoo57@hotmail.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
77066;TIENDA VIDA NATURAL EL AGUILA;76243 - EL AGUILA;vidanaturalpereira@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
77140;DROGUERIA JULI;76147 - CARTAGO;drogueriajuli@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN
77478;DROGUERIAS HA-HIPERSALUD;76147 - CARTAGO;drog_hospitalaria@yahoo.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
77916;YAMILET ABADIA PERFUMERIA # 3;76020 - ALCALA;sthefa_1510@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PERFUMERÍA.
78272;DROGAS HOLGUIN LA UNICA; YOPAL;drogaslaeconomia@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES. COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABELCIMIENTO ESPECIALIZADO  COMERCIO DE SURTIDO DIFERENTES DE ALIMENTOS Y BEBIDAS  COMERCIO DE ARTICULOS VARIOS
78278;YAMILET ABADIA PERFUMERIA # 2;76400 - LA UNION;cesaraugustotobonm@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;PERFUMERÍA
78388;DISTRIBUIDORA DE COSMETICOS TOQUE Y BELLEZA;76250 - EL DOVIO;rudaro26@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
79065;NATURALMA CARTAGO;76147 - CARTAGO;duvanmovas@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
79256;DROGUERIA LA 7A CARTAGO;76147 - CARTAGO;greiicystefanii@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERÍA Y VARIEDADES  ACTIVIDADES POSTALES NACIONALES
79445;AUDIFARMA VIÑEDOS;76400 - LA UNION;notificacionesmercantiles@audifarma.com.co;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR
79767;TIENDA DE BELLEZA P`G; YOPAL;luzda331@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
79786;GLAMOUR BELLEZA DE MUJER;76147 - CARTAGO;sm.ja2010@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS COSMÉTICOS Y ARTÍCULOS DE TOCADOR.
79807;DROGUERIA LA 12 SAN NICOLAS;76622 - ROLDANILLO;bladhi06@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION DE MEDICAMENTOS
79826;VITAL FARMA CARTAGO;76147 - CARTAGO;cesar6240@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
79937;DROGUERIA FARMA OSPINA;76147 - CARTAGO;jefersonramirezquintero@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR DE LIBROS  PERIODICOS  MATERIALES Y ARTICULOS DE PAPELERIA Y ESCRITORIO  EN ESTABLECIMIENTOS ESPECIALIZADOS  OTRAS ACTIVIDADES DE TELECOMUNICACIONES  FOTOCOPIADO  PREPARACION DE DOCUMENTOS Y OTRAS ACTIVIDADES ESPECIALIZADAS DE APOYO A OFICINA
79952;SURTIDROGAS FERNANDO IVAN N. 13;76243 - EL AGUILA;gerencia@medisfarma.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
80115;SALUD DROGAS CARTAGO;76147 - CARTAGO;diegomotoa1651@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR
80445;LOS SECRETOS DE LA ABUELA CARTAGO;76147 - CARTAGO;holosoc1961@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
80720;DROGUERIA FARMASALUD CARTAGO;76147 - CARTAGO;angicita1992@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
80827;DROGUERIA BRIHANA;76147 - CARTAGO;evangelinaquinteroospina@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA  TEELCOMUNICACIONES Y VARIEDADES
80857;SUPER DROGAS 2 LA UNION;76400 - LA UNION;jcdiaz05@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
80870;DROGUERIA SAN JUAN SALUD BIENESTAR Y VIDA A TU ALCANCE;76400 - LA UNION;jualaco@live.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
80938;DROGUERIA DIFARMA CARTAGO;76147 - CARTAGO;drogueriadifarmacartago@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES Y COSMETICOS
81008;DROGUERIA FARMAVIDA DE ANSERMANUEVO;76041 - ANSERMANUEVO;oralsaludbeltran@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
81141;CENTRO NATURISTA SOL RADIANTE;76147 - CARTAGO;laespigaverde1098@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURISTAS
81270;DROGUERIA CENTRAL # 1;76250 - EL DOVIO;rodrigi69@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTICULO DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
81528;NATRIUS LAB;76400 - LA UNION;gruponutrisa90@gmail.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;VENTA Y DISTRIBUCION DE PRODUCTOS HOMEOPÁTICOS Y ESENCIAS FLORALES
81682;PARAISO NATURAL CARTAGO;76147 - CARTAGO;leondisoder@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
81782;DROGAS LA ECONOMIA ROLDANILLO 1;76622 - ROLDANILLO;arriendosdpd@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
81793;DROGAS Y DISTRIBUCION UNION LA FLORESTA;76147 - CARTAGO;neosaldina15@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
81876;HA-HIPERSALUD Nº 2;76147 - CARTAGO;drog_hospitalaria@yahoo.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
84575;DROGUERIA SAN JOSE LA VICTORIA; YOPAL;ave3128@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
82043;DROGUERIA EL JARDIN DEL VALLE;76622 - ROLDANILLO;orfenia@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS Y VENTA DE BEBIDAS Y GASEOSA
82053;DROGUERIA LA FAVORITA ALCALA;76020 - ALCALA;gabrielsuarezgartner@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO DE PRODUCTOS FARMACEUTICOS
82174;BELLEZA Y SALUD NATURAL MARKET; YOPAL;pipend_84@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y COMERCIO AL POR MENOR DE ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
82265;DROGUERIA CRUZ VERDE GUADALUPE CARTAGO;76147 - CARTAGO;notificacionesjudiciales@cruzverde.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
82577;TIENDA NATURISTA ARBOL DE LA VIDA CARTAGO;76147 - CARTAGO;tnarbolvida@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURISTAS
82602;SHALOM DROGUERIAS;76147 - CARTAGO;shalomdrogueria@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
82857;DISTRINATURALES JARAMILLO;76147 - CARTAGO;edisonjaramillorojas@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
83183;SURTIDROGAS FERNANDO IVAN Nº 22;76845 - ULLOA;gerencia@medisfarma.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
83279;DROGUERIA FARMA NORTE ROLDANILLO;76622 - ROLDANILLO;farmanorteroldanillo@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
83673;SERVICIO FARMACEUTICO DUANA LA UNION;76400 - LA UNION;coord.launion@duanaltda.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR
83731;DROGUERIA MODERNA LA QUINTA;76020 - ALCALA;danieljaime0370@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO DE MEDICAMENTOS PARA EL CONSUMO HUMANO
83735;DROGAS ORDOÑEZ;76147 - CARTAGO;jaimealbert25@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
83931;DROGAS SUPER EXITO # 6;76622 - ROLDANILLO;davidsuperexito@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
83951;TIENDA NATURISTA CASALUD;76400 - LA UNION;jaimejmarinm@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
83953;DROGUERIA 12-12;76147 - CARTAGO;labordasandra742@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
84163;DISTRIBUCIONES NATURALES DEL VALLE S.A.S.;76147 - CARTAGO;dnvsas@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACIÓN PRODUCTOS NATURALES.
84251;DROGUERIA MEDISFARMA NO 21;76147 - CARTAGO;gerencia@medisfarma.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES
8428;DROGUERIA MEDICA;76020 - ALCALA;rodriguezansel1958@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
84567;PERFUMERIA INSPIRACION ACCESORIOS Y ALGO MAS;76400 - LA UNION;natyposada_88@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
84569;DROGUERIA FARMADOVIO;76250 - EL DOVIO;cicela.pulido76@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS  BEBIDAS (ALCOHóLICAS Y NO ALCOHóLICAS) O TABACO
