ORGANIZACIÓN JURÍDICA,CATEGORÍA,RAZÓN SOCIAL,NIT,DIRECCIÓN,BARRIO,TELÉFONO CONTACTO,EMAIL,PERSONAL,LATITUD,LONGITUD,LOCALIZACIÓN
ESTABLECIMIENTO,No Aplica,PRECIOSAS,400334745,CARRERA 29 N 14 47 LOCAL S06 SOTANO UNICENTRO,00135 - BRR PUERTO AMARILLA,3203838671,glotecamo22@hotmail.com,1,5.3478142,-72.390272,POINT (-72.390272 5.3478142)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DYVAL DISTRIBUCIONES S.A.S.,9012700052,CR 10 24 65,00043 - BRR LA CAMPINA,3106254371,yopaldyvaldistribuciones@gmail.com,1,5.3323827,-72.4033336,POINT (-72.4033336 5.3323827)
ESTABLECIMIENTO,No Aplica,LA BODEGA CALEÑA EN YOPAL,11928003228,CARRERA 19 N 10-33,00026 - BRR EL CENTRO,3124153110,gianki1221@gmail.com,1,5.3460517,-72.4004143,POINT (-72.4004143 5.3460517)
ESTABLECIMIENTO,No Aplica,11:11 PELUQUERÍA Y BARBERÍA,10223762151,CALLE 11 N 26 - 08,00059 - BRR LOS LIBERTADORES,3016266183,natasamaya@hotmail.com,1,5.3491025,-72.3939278,POINT (-72.3939278 5.3491025)
ESTABLECIMIENTO,No Aplica,BAMBINITOS TIENDA INFANTIL,137417075,CALLE 10 Nro. 19 - 48,00026 - BRR EL CENTRO,3125937165,bambinitos10@gmail.com,2,5.3463593,-72.4002665,POINT (-72.4002665 5.3463593)
ESTABLECIMIENTO,No Aplica,IPSI SIKUASO CASANARE,9007650054,CALLE 22 26-50,00006 - BRR BICENTENARIO,3132360725,gerencia@sikuasoipsi.com,349,5.3402925,-72.3890087,POINT (-72.3890087 5.3402925)
ESTABLECIMIENTO,No Aplica,CHEMICAL QAP QUÍMICOS ASEO PERFUMERÍA,528597383,CALLE 14  19-65,00026 - BRR EL CENTRO,3104831230,chemicalqap@gmail.com,1,5.3435767,-72.398582,POINT (-72.398582 5.3435767)
ESTABLECIMIENTO,No Aplica,LABORATORIO CLINICO PRANALAB ENERGIA VITAL PARA SU BIENESTAR,239141639,CALLE 12 NRO 22A 24,00005 - BRR BELLO HORIZONTE,314219916,pranalab@outlook.com,1,5.3464841,-72.396504,POINT (-72.396504 5.3464841)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORES G&C,94316380,CARREERA 3 OESTE 42 45,00169 - TORRES DEL SILENCIO,3133741914,distribuidoresgyccasanare@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,COMERCIALIZADORA LA J S.A.S,9013856070,CALLE 40 DIAGONAL 44 - 22,00128 - BRR BOSQUES DE SIRIVANA,3132915033,gerencialajsas@gmail.com,3,5.3225333,-72.3864443,POINT (-72.3864443 5.3225333)
ESTABLECIMIENTO,No Aplica,DANIELA RINCON  STUDIO,11185676754,CARRERA 22 N. 13- 61,00026 - BRR EL CENTRO,3223736356,danierinbaez@gmail.com,2,5.3451757,-72.3962932,POINT (-72.3962932 5.3451757)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,IMPORTADORA DE ASIA Y LAS AMERICAS S.A.S,9014023159,CARRERA 20 15-67,00026 - BRR EL CENTRO,3103612599,jamjcb@gmail.com,0,5.3422894,-72.397191,POINT (-72.397191 5.3422894)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA AMALIA,222370736,CENTRO COMERCIAL LA HERRADURA MODULO A LOCAL 120,00005 - BRR BELLO HORIZONTE,3132646332,amaliamasi1962@gmail.com,4,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,BOUTIQUE SJ,10280110523,CARRERA 23 Nro. 10 - 36,00005 - BRR BELLO HORIZONTE,3207688634,florpardo2311@gmail.com,1,5.3479733,-72.3970199,POINT (-72.3970199 5.3479733)
ESTABLECIMIENTO,No Aplica,JOBA NATURAL,11156901131,CALLE 35 NRO. 44C - 46,00092 - BRR VILLA LUCIA,3106077258,galvissamm30@gmail.com,1,5.3311152,-72.3819382,POINT (-72.3819382 5.3311152)
ESTABLECIMIENTO,No Aplica,LILYMOM,11185587905,CENTRO COMERCIAL MORICHAL PLAZA LOCAL 17,00085 - BRR VILLA DEL SOL,3008720079,yeisonmora94@outlook.com,0,5.3394573,-72.3860806,POINT (-72.3860806 5.3394573)
ESTABLECIMIENTO,No Aplica,PELUQUERIA CELY STILOS,11185769528,CALLE 9A NO. 18-31,00026 - BRR EL CENTRO,3213253356,celycell.rj@hotmail.com,1,5.3464243,-72.4017679,POINT (-72.4017679 5.3464243)
ESTABLECIMIENTO,No Aplica,LA COSMETIQUERA DE SOFI YOPAL,400485914,CALLE 10 N. 22 - 38,00026 - BRR EL CENTRO,3107647521,aida_nova@hotmail.com,0,5.3480045,-72.3975994,POINT (-72.3975994 5.3480045)
ESTABLECIMIENTO,No Aplica,CM DRA CAROL MESA DERMATOLOGA,522731410,CARRERA 24 N 9 38,00026 - BRR EL CENTRO,3209403087,carol_messa@yahoo.com,2,5.3495698,-72.3967528,POINT (-72.3967528 5.3495698)
ESTABLECIMIENTO,No Aplica,AGROTIENDAS  YOPAL,9013526330,CARRERA 6 N 29 85,00033 - BRR EL PARAISO,3212138504,contabilidad@agropecuariarl.com,3,5.3261581,-72.4047084,POINT (-72.4047084 5.3261581)
ESTABLECIMIENTO,No Aplica,UNIVERSAL- ELECTRO PLAST,683003292,CARRERA 19 N 13 53,00026 - BRR EL CENTRO,3041469256,tumayreyesedwarrafael@gmail.com,1,5.3436745,-72.3990382,POINT (-72.3990382 5.3436745)
ESTABLECIMIENTO,No Aplica,DRA FERNANDA ARENAS,11185505531,CARRERA 28 N 15-76,00057 - BRR LOS HELECHOS,3138296540,ferarenas18@gmail.com,2,5.3460306,-72.3907446,POINT (-72.3907446 5.3460306)
ESTABLECIMIENTO,No Aplica,SOL DE ORIENTE J&J,11185485501,CALLE 31 N 12 28,00115 - BRR NUEVO HABITAT I,3108155561,jedachalom@gmail.com,1,5.3265812,-72.3998799,POINT (-72.3998799 5.3265812)
ESTABLECIMIENTO,No Aplica,VARIEDADES ALEJO.COM,336250225,CALLE 30 N 17 A - 15,00083 - BRR EL 20 DE JULIO,3105388189,ankifer2020@hotmail.com,1,5.3299559,-72.3934545,POINT (-72.3934545 5.3299559)
ESTABLECIMIENTO,No Aplica,DISTRIBUCIONES LIMPIA PLUS,11185526884,CALLE 12 Nro. 18 - 09,00063 - BRR LUIS HERNADEZ VARGAS,3144858206,krina_1815@hotmail.com,2,5.3444671,-72.4007825,POINT (-72.4007825 5.3444671)
ESTABLECIMIENTO,No Aplica,FITNESS FACTORY - HEALTH CLUB,11185718321,CALLE 34 N. 25-80,00032 - BRR EL OASIS,3214272426,johanacorredor18@gmail.com,2,5.3284266,-72.3882824,POINT (-72.3882824 5.3284266)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,AMBULANCIAS MEDICAL CARE S.A.S,9015219941,CARRERA 23 N 27  13,00046 - BRR LA FLORESTA,3142357970,ambmedicare@gmail.com,2,5.3347937,-72.3897138,POINT (-72.3897138 5.3347937)
ESTABLECIMIENTO,No Aplica,SGG BIOMEDICA CASANARE,10102470141,CALLE 24 N 10 65,00043 - BRR LA CAMPINA,3214201467,sggbiomedicacasanare@gmail.com,0,5.3328536,-72.4031395,POINT (-72.4031395 5.3328536)
ESTABLECIMIENTO,No Aplica,DISTRIBUCIONES DIAMONDS,11158628636,CARRERA 44D 38 33,00092 - BRR VILLA LUCIA,3219035138,distri.diamonds@gmail.com,0,5.3387501,-72.3685606,POINT (-72.3685606 5.3387501)
ESTABLECIMIENTO,No Aplica,CONSULTORIO DRA: MAGDA MALPICA R,529599396,CLL 10 24-76,00059 - BRR LOS LIBERTADORES,3014060070,rxdramagdamalpicar@gmail.com,2,5.349302,-72.3956368,POINT (-72.3956368 5.349302)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CBD MEDICAL SEDE YOPAL S.A.S,9015855364,CARRERA 24 12-22,00059 - BRR LOS LIBERTADORES,3153316600,biodermoyopal@gmail.com,2,5.3468358,-72.3951488,POINT (-72.3951488 5.3468358)
ESTABLECIMIENTO,No Aplica,SHEKINAH ALISADOS,11173250491,CALLE 11 N 21 75,00026 - BRR EL CENTRO,3123298743,milicita.nieves99@gmail.com,1,5.3469023,-72.3980701,POINT (-72.3980701 5.3469023)
ESTABLECIMIENTO,No Aplica,SOLUCIONES DE GASES Y REDES (SOLGAR),11218859714,CORREGIMIENTO MORICHAL,00026 - BRR EL CENTRO,3204484172,alejandro_seventeen@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,TEEN CASANARE,682922812,CLL 18A N 27 - 50,00057 - BRR LOS HELECHOS,3145943273,teen_universecasanare@outlook.com,3,5.3436364,-72.389804,POINT (-72.389804 5.3436364)
ESTABLECIMIENTO,PRINCIPAL,SALA DE BELLEZA PRINCESS SONIA,11166134281,CR 29   33   15,00038 - BRR EL REMANSO,3203659891,montanagarciasonia@gmail.com,0,5.3334479,-72.3813002,POINT (-72.3813002 5.3334479)
ESTABLECIMIENTO,No Aplica,ANDRES MOLANO TRASFORMANDO CUERPOS CUMPLIENDO METAS,790017181,CAR 28 N 19 20,00228 - BRR SAN NICOLAS DEL TOCARIA,3142971006,oscarice648@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,LIMPIA HOGAR A.P,748623098,CALLE 11 N. 21-17,00005 - BRR BELLO HORIZONTE,3138864687,eusebioabril76@gmail.com,2,5.3466224,-72.3985259,POINT (-72.3985259 5.3466224)
ESTABLECIMIENTO,No Aplica,BARBER TECH YOPAL,11185549301,CRRERA 16 N 18 04,00045 - BRR LA ESPERANZA,3203839564,barbertecyopal@hotmail.com,0,5.338661,-72.3998073,POINT (-72.3998073 5.338661)
ESTABLECIMIENTO,PRINCIPAL,AMANECER MEDICO SAS BODEGA YOPAL,8050106596,CRA 21 N 27 48,00075 - BRR PROVIVIENDA,3124631294,direccionadministrativa@amanecermedico.com,2,5.3333624,-72.3917714,POINT (-72.3917714 5.3333624)
ESTABLECIMIENTO,No Aplica,LA MAGIA DEL BARBERO YOPAL,334800159,CAR 14 N 30A 04,00014 - BRR CASIQUIARE III,3222726820,yeinytaquiva1@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERIA NIEVES,10496093207,CR 21 CL 35 68,00083 - BRR EL 20 DE JULIO,3123159510,claumonteal@hotmail.com,0,5.3373321,-72.3937156,POINT (-72.3937156 5.3373321)
ESTABLECIMIENTO,No Aplica,ANTHOLLET BELLEZA CAPILAR,96564169,CL 18 16 56,00045 - BRR LA ESPERANZA,3118467763,luisantonioalarcon.1234@gmail.com,3,5.3390322,-72.3991137,POINT (-72.3991137 5.3390322)
ESTABLECIMIENTO,No Aplica,SERENITY AND HEALTH SPA,11185382131,CALLA 25A 27 15,00055 - BRR LOS ANDES,3104260186,andruoropeza@gmail.com,1,5.3320232,-72.4000742,POINT (-72.4000742 5.3320232)
ESTABLECIMIENTO,No Aplica,BARBERIA SON DE CALI,61008322,CARRERA 23 22 25,00006 - BRR BICENTENARIO,3125139752,limalato@hotmail.com,0,5.3386597,-72.3918065,POINT (-72.3918065 5.3386597)
ESTABLECIMIENTO,No Aplica,SUMINTEGRALES DEL LLANO - LIFE NUTRITION 2,11185527211,CARRERA 20 28 17,00075 - BRR PROVIVIENDA,3208013604,sumintegralesdelllano@gmail.com,0,5.3325177,-72.3919468,POINT (-72.3919468 5.3325177)
ESTABLECIMIENTO,No Aplica,PROMOCIONES TEQUENDAMA,682456277,CL 60 2 A 36,00292 - BRR LLANO GRANDE,3104925691,marlenmejiayopal@gmail.com,0,5.302103,-72.41161,POINT (-72.41161 5.302103)
ESTABLECIMIENTO,No Aplica,GLAMOUR 1,11273933636,CALLE 29 CENTRO COMERCIAL EL HOBO LOCAL 104,00090 - BRR EL HOBO,3204789990,sugecarolina1@gmail.com,0,5.3447222,-72.3886111,POINT (-72.3886111 5.3447222)
ESTABLECIMIENTO,No Aplica,CONCEPTO BY FABIAN MARTINEZ,11185489930,CARRERA 24 N 12 - 68,00059 - BRR LOS LIBERTADORES,3153899591,fabianmartinez1091@gmail.com,0,5.3469511,-72.3951664,POINT (-72.3951664 5.3469511)
ESTABLECIMIENTO,No Aplica,SHADDAIBARBERSHOP,11185383122,CARRERA 23 N 09 - 84 / 90 LOCAL 2,00026 - BRR EL CENTRO,3102623643,mario.cely@hotmail.com,0,5.348618,-72.3973729,POINT (-72.3973729 5.348618)
ESTABLECIMIENTO,No Aplica,MAYCHEER YOPAL,9017301704,CRA 20 Nro. 13-45,00026 - BRR EL CENTRO,3133185029,imyoursyopal@gmail.com,1,5.3441622,-72.3983321,POINT (-72.3983321 5.3441622)
ESTABLECIMIENTO,No Aplica,SPA LUNA NAILS & LASHES,11185709989,TRA 11 20A 25 LOCAL 102,00071 - BRR PRIMERO DE MAYO,3105960899,adrianasacero@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,ESPLENDARY,10904004480,CALLE 38 N 48 - 03,00297 - BRR XIRUMA,3142346300,sanchezluzdary938@gmail.com,0,5.3384475,-72.3694,POINT (-72.3694 5.3384475)
ESTABLECIMIENTO,No Aplica,PROJECTION LIFE COLOMBIA S.A.-YOPAL,9001248748,CALLE 30 N 35 - 51 MZ A,00270 - BRR VILLA SALOME,3168783486,calidadplc@gmail.com,0,5.3383989,-72.3789072,POINT (-72.3789072 5.3383989)
ESTABLECIMIENTO,No Aplica,HGW YOPAL,9012705845,CL 21 19 A 29,00030 - BRR EL GAVAN,3022083928,nohorasantos@world-food.co,2,5.3376773,-72.3956459,POINT (-72.3956459 5.3376773)
ESTABLECIMIENTO,No Aplica,HARMONIE DEPILACION LASER SEDE YOPAL,No Aplica,CARRERA 29 N 14 - 47 CC UNICENTRO LOCAL 2-18,00135 - BRR PUERTO AMARILLA,3105572161,hcentrodepilacionlaser@gmail.com,0,5.347682,-72.3899701,POINT (-72.3899701 5.347682)
ESTABLECIMIENTO,No Aplica,TIENDA MERCADO SALUDABLE ORIGEN,11156901781,CALLE 13 17-31,00044 - BRR LA COROCORA,3208508240,claudiavegapidiache@hotmail.com,2,5.3439632,-72.3993943,POINT (-72.3993943 5.3439632)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA CASTRO,170480056,CALLE 26 N 30 - 22,00040 - BRR EL TRIUNFO,3112627275,floro.castro1041@gmail.com,0,5.3387573,-72.3840541,POINT (-72.3840541 5.3387573)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,VISIONAMOS SALUD CENTRO DE DIAGNOSTICO CLINICO S.A.S.,8320004642,CARRERA 29  12A  03,00007 - BRR BRISAS DEL CRAVO,3203995252,gerencia@visionamossalud.com.co,133,5.3487541,-72.3920027,POINT (-72.3920027 5.3487541)
ESTABLECIMIENTO,No Aplica,SUPERIORES E INFERIORES,234937930,CARRERA 22 7 19 INTERIOR 102,00026 - BRR EL CENTRO,6343387,superioreseinferiores@hotmail.com,2,5.3504434,-72.3994058,POINT (-72.3994058 5.3504434)
ESTABLECIMIENTO,No Aplica,ALMACEN BABILONIA CHAPARRERA,237394411,CARRERA 4 N 5  46 LA CHAPARRERA,00026 - BRR EL CENTRO,3134129633,alfonsobarrera2017@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,INSTITUTO DE BELLEZA YASMIN GALAN,474283179,CALLE 9 N 21-33-39-41,00026 - BRR EL CENTRO,3108024195,yasmingalanpeluqueriayopal@hotmail.com,2,5.3484326,-72.3995338,POINT (-72.3995338 5.3484326)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,PASSOS SAS BIC,8305062509,CARRERA 19 N 18 -42,00026 - BRR EL CENTRO,3202316870,passoscontratacion@gmail.com,4,5.339709,-72.3971522,POINT (-72.3971522 5.339709)
ESTABLECIMIENTO,No Aplica,MODA EXTREMA G Y M,763375083,CARRERA 20 N. 11-21,00026 - BRR EL CENTRO,3114575330,genadi76@gmail.com,2,5.3458885,-72.3992562,POINT (-72.3992562 5.3458885)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,ATTICA BIOMEDICA SAS BIC,9000588548,CARRERA 28 N 20A  03,00023 - BRR DALEL BARON,6086334426,eloisaperilla@atticabiomedica.com,5,5.3423551,-72.3885512,POINT (-72.3885512 5.3423551)
ESTABLECIMIENTO,No Aplica,VISIONAMOS SALUD SEDE PRINCIPAL,8320004642,CARRERA 29 N. 12A -03,00007 - BRR BRISAS DEL CRAVO,6334671,gerencia@visionamossalud.com.co,133,5.3487541,-72.3920027,POINT (-72.3920027 5.3487541)
ESTABLECIMIENTO,No Aplica,BELLA PIEL BY ADRIANA PONTON,528227369,CALLE 11 26 08,00149 - BRR EL LIBERTADOR,3103217339,adricenda@hotmail.com,1,5.3491025,-72.3939278,POINT (-72.3939278 5.3491025)
SOCIEDAD LIMITADA,AGENCIA,STARS ENERGY SERVICES SAS - YOPAL,9002711882,CL 23 22 04,No Aplica,3142179416,carlos.garcia@starsenergy.co,1,5.3374854,-72.3925307,POINT (-72.3925307 5.3374854)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CENTRO MEDICO DE ESPECIALISTAS DERMAPLAST S.A.S.,9005013482,CL 29 15 BIS 34,00088 - BRR VILLA ROCIO,6334335,dermaplastsas@yahoo.es,1,5.3297223,-72.396315,POINT (-72.396315 5.3297223)
ESTABLECIMIENTO,No Aplica,CENTRO MEDICO DE ESPECIALISTAS DERMAPLAST,9005013482,CALLE 29 NO. 15 BIS-34,00088 - BRR VILLA ROCIO,6334335,dermaplastsas@yahoo.es,1,5.3297223,-72.396315,POINT (-72.396315 5.3297223)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,ACCIONAR COMUNICACIONES & SERVICIOS S.A.S.,9005822498,CARRERA 31 20 28,00086 - BRR VILLA MARIA,3215980055,accionar.gerencia@gmail.com,2,5.3374949,-72.3817857,POINT (-72.3817857 5.3374949)
ESTABLECIMIENTO,No Aplica,VISIONAMOS SALUD VIP,8320004642,CALLE 13 N 29-41 PISO 1 LOCAL 1,00007 - BRR BRISAS DEL CRAVO,6334671,gerencia@visionamossalud.com.co,15,5.3487383,-72.3915028,POINT (-72.3915028 5.3487383)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,LANEX S&S S.A.S.,9006876793,CARRERA 23 N 15-16,00005 - BRR BELLO HORIZONTE,6358823,lanacionaldelextintor@gmail.com,1,5.3441282,-72.3949639,POINT (-72.3949639 5.3441282)
ESTABLECIMIENTO,No Aplica,SUMMUM CENTRO ESTETICA Y SPA,748250641,CARRERA 24 B 37 67,00113 - BRR VILLAS DE SAN JUAN,3202178129,nanrosy@hotmail.es,2,5.3285986,-72.3842072,POINT (-72.3842072 5.3285986)
ESTABLECIMIENTO,No Aplica,CENTRO MEDICO QUIRURGICO DE FRACTURAS S.A.S,9008215704,CALLE 20 N 27 A -03 EDIFICIO CEMEDICK,00042 - BRR JUAN PABLO II,3205691366,cmqfarma@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,OFTALMO OPTICA DIGITAL S.A.S.,9008338811,CALLE 20 N. 27A - 03,00042 - BRR JUAN PABLO II,3175175008,macbohorquez@yahoo.com,6,5.3425491,-72.3895424,POINT (-72.3895424 5.3425491)
ESTABLECIMIENTO,No Aplica,OFTALMO OPTICA DIGITAL S.A.S.,9008338811,CALLE 20 N. 27A - 03,00042 - BRR JUAN PABLO II,3175175008,macbohorquez@yahoo.com,0,5.3425491,-72.3895424,POINT (-72.3895424 5.3425491)
ESTABLECIMIENTO,No Aplica,QUIMILAB,209947639,CALLE 15 N. 20-50,00005 - BRR BELLO HORIZONTE,3102430022,quimilabcas@gmail.com,2,5.3430268,-72.397178,POINT (-72.397178 5.3430268)
ESTABLECIMIENTO,No Aplica,DROGUERIA BIOFARMA YOPAL,474388996,CALLE 45 6A 36 LOCAL 2,00018 - CIUDADELA SAN JORGE,6355555,edilmalaverde2008@hotmail.com,0,5.3143155,-72.399657,POINT (-72.399657 5.3143155)
ESTABLECIMIENTO,No Aplica,RENACER HOPITALIZACION CAMPESTRE,9010075610,KILOMETRO 10 VEREDA PALOMAS,00026 - BRR EL CENTRO,3144171906,fundacioncampestrenuevorenacer@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,AGROPECUARIA Y ASOCIADOS MANARE S.A.S,9011202561,CARRERA 20 N. 25 - 06,00075 - BRR PROVIVIENDA,3214919202,agromanaresas@gmail.com,2,5.3347529,-72.3935575,POINT (-72.3935575 5.3347529)
ESTABLECIMIENTO,No Aplica,MAGENTA SHOP 28,11185699876,CARRERA 22 N 9-78,00026 - BRR EL CENTRO,3102097157,calderoncamila90@gmail.com,1,5.3481699,-72.3984855,POINT (-72.3984855 5.3481699)
ESTABLECIMIENTO,No Aplica,PIEL D´ ANGEL DERMATOLOGICAL STORE,9005013482,CALLE 24 N 28 - 72 LOCAL 29,00090 - BRR EL HOBO,3102312134,dermaplastassas@yahoo.es,1,5.3398368,-72.3864811,POINT (-72.3864811 5.3398368)
ESTABLECIMIENTO,No Aplica,FEDEARROZ YOPAL,8600105226,CARRERA 4 28 - 26,00043 - BRR LA CAMPINA,3133311086,gerencia@fedearroz.com.co,28,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CANNABINOIL DE OCCIDENTE S.A.S,9012145933,KILOMETRO 1 AEROPUERTO YOPAL VIA LA PEDRERA FINCA LA DANIELA,00159 - VEREDA,3002387361,aroldanc500@gmail.com,2,5.3240796,-72.3831513,POINT (-72.3831513 5.3240796)
ESTABLECIMIENTO,No Aplica,DONDE MARLENCITA,519409833,CALLE 14 17A-36,00064 - BRR LUIS MARIA JIMENEZ,3212527054,serrano.sebastian.pri@gmail.com,2,5.342426,-72.4000343,POINT (-72.4000343 5.342426)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,UNIDAD MATERNO FETAL DE LA ORINOQUIA S.A.S,9012543565,CARRERA 29 N. 12A - 21 CONSULTORIO 201 - 202 SEGUNDO PISO,00007 - BRR BRISAS DEL CRAVO,3214204732,umfoyopal@gmail.com,5,5.348706,-72.3917904,POINT (-72.3917904 5.348706)
ESTABLECIMIENTO,No Aplica,WMG TECNOHOGAR,11185307791,CALLE 24 N 28 - 89 PRIMER PISO,00055 - BRR LOS ANDES,3103156498,wilsong86@hotmail.com,2,5.3401436,-72.3863056,POINT (-72.3863056 5.3401436)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,VITAL ALLIANCE S.A.S.,9009752044,CARRERA 29 18-03 LOCAL 118 CENTRO COMERCIAL EL HOBO,00009 - BRR CARIBABARE,3102883816,vitalalliances@gmail.com,1,5.3447222,-72.3886111,POINT (-72.3886111 5.3447222)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,AGROPECUARIA Y SERVICIOS DE COLOMBIA S.A.S,9012832743,CLLE 25 5 43,00043 - BRR LA CAMPINA,3174375508,agrosercomsas@gmail.com,2,5.3340549,-72.3951297,POINT (-72.3951297 5.3340549)
ESTABLECIMIENTO,No Aplica,MINI TIENDA M&L DEL LLANO,474293729,CALLE 36 A N 13 - 22,00164 - BRR CANAGUAROS,3124379237,barinasluz1965@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,SHARLOTTE BELLEZA & ESTILO,10678504390,CALLE 14 CON CARRERA 22 ESQUINA,00045 - BRR LA ESPERANZA,3227217064,annie-alvarez1@hotmail.com,1,5.3447172,-72.3961942,POINT (-72.3961942 5.3447172)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,GRUPO VIVIR MEJOR CASANARE S.A.S,9013149817,CARRERA 20 NO. 6-71,00077 - BRR SAN MARTIN,3107690480,casanare@grupovivir.com.co,2,5.3500731,-72.4013447,POINT (-72.4013447 5.3500731)
ESTABLECIMIENTO,No Aplica,JERSALUD SAS YOPAL,9006225510,CALLE 40 NO. 23-99,00068 - BRR MARIA PAZ,3178866349,gerencia@jersalud.com,299,5.3255628,-72.3834676,POINT (-72.3834676 5.3255628)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,SUCURSAL,JERSALUD SAS CASANARE,9006225510,TRANSVERSAL 18 N  7  05,00026 - BRR EL CENTRO,3152900367,gerencia@jersalud.com,299,5.3487151,-72.4025087,POINT (-72.4025087 5.3487151)
ESTABLECIMIENTO,No Aplica,KAIROS CEJAS - PESTAÑAS E INSUMOS,474417412,CARRERA 29 N 17A-70,00150 - BRR JUAN PABLO,3202817303,ncme1224@gmail.com,1,5.3453941,-72.3885818,POINT (-72.3885818 5.3453941)
ESTABLECIMIENTO,No Aplica,VENTA DE CHONTADURO EL PORTAL DEL LLANO,45750557,CL 12 N 17-33,00063 - BRR LUIS HERNADEZ VARGAS,3142902964,enriquerodrigueztobon@gmail.com,2,5.344095,-72.4014174,POINT (-72.4014174 5.344095)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,BALAGUERA MIOMEDICAL S.A.S,9013806100,CARRERA 29 N 21 45,00009 - BRR CARIBABARE,3105651202,ceamb2012@hotmail.com,1,5.3421619,-72.386997,POINT (-72.386997 5.3421619)
ESTABLECIMIENTO,No Aplica,MINIMARKET MER14 EXPRESS,11185545885,CARRERA 14 N 31A - 03,00115 - BRR NUEVO HABITAT I,3212163874,anita_perez_15@hotmail.com,2,5.317622,-72.3955858,POINT (-72.3955858 5.317622)
ESTABLECIMIENTO,No Aplica,ALMACEN AGROPECUARIO LOS PADROTES,474262497,CARRERA 16A NO. 30-24,00083 - BRR EL 20 DE JULIO,3123746889,smillarlandy@gmail.com,2,5.328918,-72.3942644,POINT (-72.3942644 5.328918)
ESTABLECIMIENTO,No Aplica,AGROFAZENDA SAS,9014053439,CORREGIMEINTO LA CHAPARRERA MARGINAL DE LA SELVA,00159 - VEREDA,3115127283,agrohaceinda950618@hotmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DIANA ROJAS PMU,10496513623,CARERA 29 22A ESQUINA SEGUNDO PISO,00006 - BRR BICENTENARIO,3125890885,rojassdiana49@gmail.com,3,5.3413089,-72.3864603,POINT (-72.3864603 5.3413089)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DISTRIAGRO CASANARE S.A.S,9014410698,CALLE 28 N 5 18,00033 - BRR EL PARAISO,3143317947,distriagrocasanare@gmail.com,5,5.3267067,-72.4065917,POINT (-72.4065917 5.3267067)
ESTABLECIMIENTO,No Aplica,DISTRIAGRO CASANARE S.A.S,9014410698,CARRERA 24 24 48,00046 - BRR LA FLORESTA,3143317947,distriagrocasanare@gmail.com,5,5.3371922,-72.3901319,POINT (-72.3901319 5.3371922)
